address,count
NORTH SIDE OF NM 4,2662
TOP OF CADILLAC MOUNTAIN,2656
"PORTSMOUTH, PEIRCE ISLAND",2654
"N RANGER STATION, POINT REYES NS",2653
JOSHUA TREE NATIONAL MONUMENT,2653
4364 Independence Parkway South,2652
"CRATERS OF THE MOON NATIONAL MON, IDAHO",2652
Jarbidge Wilderness,2644
650 W EASTERDAY AVE (SAULT STE MARIE),2634
GUADALUPE MOUNTAINS NP,2629
"EAST HIGH, 1415 E. WALNUT",2623
"40733 CHAPEL WAY., FREMONT",2623
500 SOUTH BROAD STREET-PARKING LOT (CHS),2620
824 Sayle Street,2609
717 South Akard,2607
Great Sand Dunes NM,2603
Bryce Canyon NP,2601
"2730 CANNONS LANE, BOWMAN FIELD",2598
Weminuche Wilderness,2597
CRATER LAKE NATIONAL PARK,2597
"BAHNSON AVE, HILLTOP SITE",2592
9472A Hwy 1484,2590
Bridger Wilderness,2588
"2806 N. ASH ST., LA GRANDE",2588
360 Clinton Avenue,2578
1650 1ST STREET,2573
"356 State Street, Portland,  Maine",2572
"601 Maple Street, Lot #6, Rossville GA 30741",2566
"1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",2559
"675 7TH AVENUE, FAIRBANKS",2538
ROXY WATER PUMP STA EVA-DEARNLEY STS,2537
3940 WEST BROADWAY ROAD PHOENIX AZ,2503
"ARNOLD WEST: 1709 Lonedell Drive, Arnold, MO 63010",2501
2022 NORTH BEACON/ Fort Wayne- Beacon St.,2498
GILSON ROAD,2498
"CEDAR BLUFF RESERVOIR,PRONGHORN & MULEY",2496
"3713 SAN GABRIEL RIVER PKWY, PICO RIVERA",2493
"ASH MOUNTIAN, SEQUOIA NATIONAL PARK",2482
Hospital Road at Co. Health Dept.,2480
2525 DOVE RD (PORT HURON),2479
"1277 PUTNEY ROAD, RTE 5 BRATTLEBORO",2475
5750 MAPLE CANYON,2467
Bliss SP (TRPA);,2466
"US FOREST SERVICE RANGER STA., (SIPSEY) H'WY 33.",2451
TOWER BLUE RIDGE PKWY MILE MARKER 410,2450
