address,count
555 TOWNER ST (YPSILANTI),5773
1340 GREEN CREEK RD (MUSKEGON),5770
"USFS COMPOUND, EAST EDGE OF GRANGEVILLE",5761
2842 WYOMING (DEARBORN),5757
"5749 S. TRACY BLVD., TRACY",5757
"Chevron Kemmerer Mine SB-111 (Fomerly PITTSBURG & MIDWAY COAL), KEMMERER, WY",5747
"150 9TH ST., EL CENTRO",5738
6792 RAISEN CTR HWY (TECUMSEH),5735
525 W US10 (SCOTTVILLE),5722
792 E Northside Dr,5718
AMAX EAGLE BUTTE MINE EB-5 OLD RURAL,5712
"1 Hilton St, PROVIDENCE RI",5703
R.D. NIXON POWER PLANT_EXIT 125 OFF I-25,5693
"171 WEST 1370 NORTH, BOUNTIFUL, UTAH",5688
1769 S JEFFS RD (HOUGHTON LAKE),5686
2335 SHIELDS DR/ SOUTH BEND CAAP 2,5685
"Chevron Kemmerer Mine SB-IV (Fomerly PITTSBURG & MIDWAY COAL), KEMMERER, WY",5683
"POPPLE RIVER, NADP FIRE STATION #565",5663
Black Thunder Mine Site 12 Met Teom,5650
"789 N. WILLOW STREET, INDEPENDENCE",5643
"7711 ENGLISH ROAD, NILAND",5641
254 Seale Road,5633
"2820 M St., Bakersfield, CA 93301",5599
7528 W. APPLETON AVE.,5591
2201A Central St,5575
201 H O Mills Blvd,5572
BELLE AYR BA-1,5560
SENEY NAT'L WILDLIFE HCR2 BOX 1 (SENEY),5558
"2 YARMOUTH ROAD, RG&E Substation",5543
12821 PINE BEND TRAIL,5505
700 E. CANON PERDIDO,5479
10039 NORTH LOOP DRIVE,5478
Black Butte Office Met Station,5464
LONG ISLAND,5457
"WEST SIDE REUBENS-GIFFORD RD, REUBENS",5452
3400 PERSHALL ROAD,5447
"YELP - JOHNSON LANE, 627 JOHNSON LANE, BILLINGS",5429
"8395 BEAVER RUN ROAD, MIDLAND, GA 31820",5415
3031 DOMRES RD (MANISTEE LRB),5413
305 WEIDMAN ROAD (QUEENY),5404
3601 GILLIS CANYON ROAD,5401
INT. PAPER CO.-LAGOON HILL,5394
"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906",5385
3903 1/2 Old Highway 146,5374
"YELP - PINE HILLS, 4250 PINE HILLS DRIVE",5362
"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",5362
"CLINGSMANS DOME, GREAT SMOKY MTNS. NP",5335
809 Pioneer Road,5332
 Center St,5305
9511 Avenue V 1/2,5303
500 11TH ST NW,5299
SOUTH CAMPBELL COUNTYAPPROX 15 MILES SSW OF GILLETTE WY  (SEE APPLE BUTTE QUAD MAP),5297
"96 STATE STREET, Rutland, Vermont",5290
2516 1/2 Texas Avenue,5287
1713 2nd Street,5283
"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",5281
NYSDEC FIELD HQTRS  GYPSY TRAIL ROAD,5277
900 FM 667 Ellis County,5264
"1250 ST. GEORGE ST., E. LIVERPOOL, 43920",5251
9640 CARRIZO HIGHWAY,5242
17225 Jersey Ave.,5225
2701 13TH AVE NORTH AT LOGAN,5218
415 Pearl Street,5201
"AVENIDA PARQUE, TIJUANA - LAS PLAYAS",5193
COUNTY ROAD 1255 LIBERTY RIDGE STATION,5186
"Fair Hill Natural Resource Mgmt Area, 4493 Telegraph Road",5182
"SHELL CUT, HIGHWAY 190",5175
"13891 CAJEME, LA MESA",5173
ROOSEVELT ST.,5168
Bridger mine met station,5159
4472 Mazanec Rd,5154
AVENIDA DE LA INDUSTRIA,5150
"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",5130
485 County Hwy D,5128
37TH & SOUTHERN AVENUE,5127
715 STATE STREET,5121
WYODAK SITE 4,5119
"ARNOLD WEST: 1709 Lonedell Drive, Arnold, MO 63010",5118
"RIDER TRAIL, I-70: 13080  Hollenberg Drive, Bridgeton, MO 63044",5114
"Wyoming Refining, RODEO St., Newcastle, WY",5110
8470 Plant Rd,5105
"WEST MET SITE, Mountain Cement, Laramie",5105
NARM Met Station,5096
"Converse County Long-Term 16 Miles West of Wyoming Highway 59 on Highland Loop Road, North side of road",5088
"3962 KY 815, TICHENOR FARM",5087
150 WATERMAN (DETROIT-SW),5087
1179 MONROE  (GRAND RAPIDS),5085
"LIZARD TAIL, NE Shoreline Owens Lake",5085
"BILL STANLEY, US HWY 395, 17 miles south of Lone Pine",5081
PIKE AVE AT RIVER ROAD,5078
"8601 60TH STREET N.,PINELLAS PARK, FL .",5077
HWY 12 WASTE LAGOON- Bethlehem Steel,5077
Black Thunder Met Station,5076
"DECKER WEST, WEST DECKER MINE",5072
LOCATED IN A TREE FARM (Cheeka Peak),5067
2446 GALLIA PIKE,5057
"1210 N. 10TH ST.,JFK RECREATION CENTER",5055
11600 EAST SEVEN MILE RD (DETROIT-E7M),5042
"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",5038
