address,count
SOUTH CAMPBELL COUNTYAPPROX 15 MILES SSW OF GILLETTE WY  (SEE APPLE BUTTE QUAD MAP),3780
28261 Avenue 14 Madera CA 93638,3777
800 S San Marcial Street,3769
"HALL STREET: 6204 Hall Street, St. Louis, MO 63147",3764
"1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",3749
PETERSON ELEM/4856 CLINTON ST,3748
181 SO. WASHINGTON,3741
1179 MONROE  (GRAND RAPIDS),3735
501 N. PARK AVE.,3731
"MIDDLE SCH-8560 ALIENTO, LUCERNE VALLEY",3724
SC-2 East of School Creek Mine,3719
610 13th Street West (located in Athletic Field at this address),3710
37th Ave W. & Oneota St.,3700
"501 GOLD STRIKE ROAD, SAN ANDREAS",3698
"4827 NORTH COUNTRY CLUB DRIVE, SCOTTSDALE, AZ 85256",3696
2300 N M. L. KING JR DR,3688
"1029 ETHEL ST, CALEXICO HIGH SCHOOL",3674
3335 E TUDOR RD ANCHORAGE AK 99508,3647
300 NICOLLET MALL,3645
9399 Lima St,3637
4250 Karen Ave,3625
FOLLANSBEE - MAHAN LANE,3621
 3730 MEADOWLANDS BLVD,3615
Cordero CRC-E10A,3614
"202 W FIRST STREET, WESTMORLAND",3601
"1200 NW 20th St, Miami, FL 33142",3599
"530 Fishback Road Manteca, CA",3594
EAGLE BUTTE EB-31,3588
1516 HOSPITAL RD.,3577
3333 FORBES AVE PGH 15213,3571
594 Gilbert Street [Howard #3],3568
906 S BROADWAY - SANTA MARIA,3564
"300 Dana Street, Fort Bragg, CA 95437",3552
" 3337 Sandy Way, South Lake Tahoe, CA",3541
8TH AVE N ON ROOF OF HOUSING AUTH BLDG,3539
"1210 N. 10TH ST.,JFK RECREATION CENTER",3525
"728 SECOND ST.,",3524
"4110 DE LUCCI LANE, RENO NV 89502",3519
1450 RED ROCK ROAD,3513
" 923 POOLE STREET, MOJAVE, CA 93501",3504
7108 SEEAIRE ST - BLACK HAWK ELEMENTARY,3498
"JCFD Engine 5/Ladder 6, 355 Newark Avenue",3496
151 Bennet Ave.,3485
OCI - Upwind (West of facility),3481
"267 N. CHURCH ST., QUINCY, CA. 95971",3461
"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",3452
"468 MANZANITA AVE, CHICO",3451
"2500 1ST STREET, N.W. WASHINGTON DC",3450
"789 N. WILLOW STREET, INDEPENDENCE",3449
402 SOUTH 4TH AVE,3394
SIPE AVE & MAE STREET,3387
"1525 S COLLEGE AVE, TEMPE",3382
"P.O. BOX 948   TAHLEQUAH, OK  74464",3373
"803 N. LOREN AVE., AZUSA",3373
"545 LAKE MEAD DR, HENDERSON",3370
44-SWEET AVENUE,3366
99 Beach Dr,3366
NORTH GREEN STREET,3364
"Iroquois and Azalea, CHICKASAW, MOBILE CO.,  ALABAMA",3363
ANTELOPE SITE 5,3345
"908 N VILLA AVE, CLOVIS",3343
RUNNELS BLDG. 1190 ST. FRANCIS DR.,3337
"FRONT STREET: 1331 N. Jackson, Kansas City, MO64120",3332
560 DODGE ST.,3326
303 East Aztec Drive Lewistown MT 59457,3323
"SE 18TH AND SCOTT, NATIONAL BY-PRODUCTS",3321
"TROOST: 724 Troost (Rear), Kansas City, MO 64106",3321
4301 E 72ND AVE.,3317
3104 E AUGUSTA AVE,3317
"WYDK-M  3,044 meters NE of intersection of Wyodak Mine Access Rd & Garner Lake Rd",3310
NCore - North Cheyenne Soccer Complex,3303
720 Lovejoy Rd,3302
"1401 DIXIE HWY, UNIVERSITY COLLEGE",3298
"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",3298
KAIHOI ST AND KAIOLOHIA ST,3297
"1,008 meters North of I-90 & 361 West of American Ranch Rd",3295
Haystack Down-wind,3288
"2309 Short Oil Road, Malta, MT 59538",3283
2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),3281
JACOBS RANCH SITE 3,3277
"720 N Colusa Street, Willows",3275
2785 BROADWAY,3264
TATA SITE 1-Downwind (West of facility),3264
"35 PIMA STREET, SACATON",3263
COUNTY SERVICES BUILDING 814 ADAMS,3260
486 SAN JUAN ST.,3251
Cheyenne-STATE OFFICE BLDG 23RD & CENTRAL AVENUE,3242
"PUMPING STATION @ INTERSECTION OF W. LATHROP AND AUGUSTA AVE, SAVANNAH, GA, 31415",3237
"4208 W. PECOS LAVEEN, AZ 85339 (GILA CROSSING NORTH ELEM SCH)",3237
MOHAWK MOUNTAIN ROAD (see coordinates),3236
Haystack Mine Up-Wind TEOM and Met,3230
"3311 Manor St, Oildale CA 93308",3230
"NW 4TH CIRCLE - MULBERRY, POLK CO.",3226
WASHINGTON & CAMBRIA STS. FREEMANSBURG,3223
500 SOUTH 261 WEST SALT LAKE CITY,3221
"401 West Florida Avenue, Melbourne, FL 32901",3210
IOWA LAKES COMMUNITY COLLEGE,3208
UGI CO MONGANTOWN RD AND PROSPECT ST,3178
3594 HARDEN STREET EXT. [DHEC],3177
"WHITEFISH - MARKUS FOODS, 9 BAKER AVENUE",3169
205 WILOUGHBY BLVD,3161
Casper -CITY COUNTY BLDG CENTER AND C STREETS,3157
1301 ULMERTON ROAD (COUNTY MOTOR POOL),3156
"HEALTH DEPT BLDG, 2570 GRANT AVE",3155
130 WEST CACHE LA POUDRE,3155
OCI - Downwind (East of facility),3150
1300 S FORT ST (MARATHON-4E),3150
1300 S FORT ST (MARATHON-2AW),3143
"18791 Yuma Frank Road, Ft. McDowell, AZ",3140
4533 RAEFORD RD,3137
DONOHOE ROAD - PENN DOT MAINT DIST BLDG,3135
1300 S FORT ST (MARATHON-1N),3132
12800 VISGER ST (MARATHON-MKT),3122
717 SOUTH AVENUE,3113
2440 W. 28TH STREET,3106
1575 HIGHWAY 31,3092
"TRITON COAL GILLETTE, WYO",3071
GAMBELL RD/1820 GAMBELL,3061
LUTTRELL SMITH HOUSE DONAHEW RD.,3050
850 ELM STREET,3047
BROOKINGS CITY HALL BUILDING,3046
POST OFFICE/751 CRATER LAKE HWY,3041
"MILL SITE, East Shoreline Owens Lake, near Highway 136",3039
CORNER OF STILES STREET & ALABAMA STREET,3035
"UNIVERSAL ATHLETIC, 223 MAIN ST",3012
"EB-RSCH, 200 Prospector Parkway, Gillette",3008
723 N 18 Street,3004
678 S. JASON ST.,2991
4702 CENTRAL AVE. SEMINOLE ADULT DAY SCH,2986
5400 NW 43RD ST,2981
"1415 DROVER, NATIONAL PRINTING PLATE",2979
1130 EASTWAY DRIVE,2977
2105 NORTH BOYER AVENUE,2974
2180 LAKE BREEZE,2965
SOUTH GULKANA STREET,2959
80 BRITTAIN,2954
ALAMO LAKE STATE PARK,2949
TATA SITE 4 - Upwind (Not facility),2945
BALDORIOTY DE CASTRO AV.,2939
"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906",2930
4862 GALLIA,2930
"465 E. OLD MILL ROAD, MESQUITE, NV",2922
1409 WISCONSIN,2907
420 MARKET,2902
"HILLCREST HIGH SCHOOL: 3319 N Grant, Springfield, MO 65803",2900
23RD & MADISON,2896
Court and Farrish Streets,2881
3520 1/2 N. PEORIA,2880
1524 OAKLAND AVE.,2874
122 22ND STREET,2871
"7200-22 Avenue N., St. Petersburg, FL 33710",2871
"N.W. 5TH AND SHARTEL, OKLAHOMA CITY",2870
2401 HARTMAN STREET  MATH & SCIENCE CTR,2861
NARM NA-7,2848
300 WELLMAN ST. DAVENPORT,2847
"600 WASHINGTON, Lander, WY",2846
FIRE STATION #12/2316 E 11TH ST,2836
5012 CAUSEWAY BLVD TAMPA FLORIDA,2831
"LARAMIE RIVER POWER PLANT WHEATLAND, WY",2823
"68 GOLDENLAND COURT, SACRAMENTO, CA 95834",2821
"2614 OLD 1ST ST., LIVERMORE",2821
ROOSEVELT SCHOOL PARK AVE.,2816
801 STADIUM DRIVE,2808
JACOBSEN RES/4035 DODGE RD,2790
"HEALTH DEPT, 301 WEST ALDER",2790
340 Pyramid Street,2786
STATE FAIRGROUNDS,2786
1735 SOUTH WEST STREET,2782
"Jacob Ranch Mine Site 5, Gillette, WY",2781
TOWN CENTER,2779
 ANNE ARUNDEL CO. PUBLIC WORKS BLDG. 7409 BALTIMORE ANNAPOLIS BLVD.,2779
CODY JR HI SCH-2901 Cougar Ave,2774
"22000 S HOUGHTON RD, CORONA DE TUCSON",2766
2400 Cardinal Dr.- Washington School (formerly Benjamin Franklin Elem School),2717
Amax Eagle Butte Mine Eb-5 Rural,2716
"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",2713
USGS AND WATER RESOURCES BUILDING,2710
R.CARBON CLYMERSVILLE RD & BALDWIN,2705
Corner Cnty Roads 335 and 131,2701
"984 East Avenue, Chico",2699
300 NORTH 1200 WEST OREM UTAH,2696
2165 AIRPORT ROAD SW,2693
801 N. MAIN ST,2686
PIKE AVE AT RIVER ROAD,2685
305 GALLETTI WAY RENO,2683
TATA Upwind (SW of facility),2681
TRIO STREET/3800 PORTAGE BLVD,2677
4500 CLARKS RIVER ROAD,2675
"65705 Johnson St., Mecca, CA 92254",2666
"3425 N FIRST ST, FRESNO",2664
DOCKWILER'S RES (LDR)/161 N WILLOW,2663
14058 Mirabella Dr.,2653
BELLE AYR BA-3,2639
1632 CENTRAL PARKWAY,2638
CALHOUN BOWATERS NORTH(B-1) LAMOUNTVILLE,2626
"315 W. PONDERA ST., LANCASTER, CA",2621
MLK BLVD AND JUSTISON ST.,2619
HALL ST AND CARRIE,2616
"12101 N CAMINO DE OESTE, TUCSON",2609
10 Huntley Place,2600
348 S. ERIE,2595
1059 Arnold Road,2585
