county_name,count
Hall,54
Pipestone,53
Pawnee,53
Swift,52
Nemaha,51
Pontotoc,50
Wright,50
McLeod,49
Winona,47
Mississippi,47
Morrison,45
Boone,44
Montmorency,41
Gage,40
Goodhue,40
Trempealeau,37
Sarpy,32
Ontonagon,25
Amador,24
